run_dir,label,topology_name,n_samples,n_repeats,intervention,repeat,seed,baseline_target_accuracy,target_accuracy,target_accuracy_delta,baseline_target_logprob_margin_mean,target_logprob_margin_mean,target_logprob_margin_mean_delta,baseline_branch_active_tree_mi,branch_active_tree_mi,branch_active_tree_mi_delta,baseline_branch_active_root_mi,branch_active_root_mi,branch_active_root_mi_delta,tree_entropy_mean,tree_entropy_mean_delta,root_entropy_mean,root_entropy_mean_delta,active_tree_matched_comparison_gap_mean,active_tree_matched_comparison_gap_mean_delta,posterior_matched_comparison_gap_mean,posterior_matched_comparison_gap_mean_delta
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35,200,3,context_block_shuffle,0,17,92.5000011920929,47.999998927116394,-44.5000022649765,3.761320114135742,-1.4443432092666626,-5.205663323402405,1.2572954193926165,1.2890459252136013,0.03175050582098482,1.0392901924546476,1.0661566284588426,0.026866436004195027,11.878308296203613,-0.015618324279785156,1.0111052989959717,0.004682421684265137,-0.3685880639745126,-0.011419389648449796,-0.2526100108694239,0.006361815625360978
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35,200,3,context_block_shuffle,1,18,92.5000011920929,47.999998927116394,-44.5000022649765,3.761320114135742,-1.4443432092666626,-5.205663323402405,1.2572954193926165,1.2890459252136013,0.03175050582098482,1.0392901924546476,1.0661566284588426,0.026866436004195027,11.878308296203613,-0.015618324279785156,1.0111052989959717,0.004682421684265137,-0.3685880639745126,-0.011419389648449796,-0.2526100108694239,0.006361815625360978
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35,200,3,context_block_shuffle,2,19,92.5000011920929,23.999999463558197,-68.5000017285347,3.761320114135742,-3.4922056198120117,-7.253525733947754,1.2572954193926165,1.3130837913327194,0.05578837194010289,1.0392901924546476,1.1385352701536637,0.09924507769901614,12.172279357910156,0.2783527374267578,1.009962558746338,0.0035396814346313477,-0.35142090527152786,0.005747769054534946,-0.24522133943930033,0.013750487055484567
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35,200,3,edge_projection_permutation,0,1026,92.5000011920929,30.000001192092896,-62.5,3.761320114135742,-3.612156629562378,-7.37347674369812,1.2572954193926165,1.0057321481418753,-0.2515632712507412,1.0392901924546476,0.07288452550883631,-0.9664056669458113,13.491832733154297,1.5979061126708984,0.9177990555763245,-0.08862382173538208,-0.32719990504160945,0.029968769284453356,-0.2727004969403903,-0.013728670445605384
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35,200,3,edge_projection_permutation,1,1027,92.5000011920929,23.499999940395355,-69.00000125169754,3.761320114135742,-4.475914001464844,-8.237234115600586,1.2572954193926165,1.0032316774937118,-0.2540637418989047,1.0392901924546476,0.06969606909792933,-0.9695941233567182,11.683036804199219,-0.2108898162841797,0.7561953067779541,-0.25022757053375244,-0.3111447299829161,0.04602394434314672,-0.2660857316767259,-0.007113905181940994
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35,200,3,edge_projection_permutation,2,1028,92.5000011920929,33.000001311302185,-59.49999988079071,3.761320114135742,-3.4609334468841553,-7.2222535610198975,1.2572954193926165,0.862201526473447,-0.3950938929191694,1.0392901924546476,0.07255217954962637,-0.9667380129050213,11.156475067138672,-0.7374515533447266,0.743124783039093,-0.2632980942726135,-0.22020415080718664,0.13696452351887617,-0.2062079501119025,0.05276387638288241
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35,200,3,edge_rate_function_permutation,0,2035,92.5000011920929,27.500000596046448,-65.00000059604645,3.761320114135742,-4.21790075302124,-7.979220867156982,1.2572954193926165,0.8832310595214152,-0.37406435987120124,1.0392901924546476,0.08165267789312937,-0.9576375145615182,13.081703186035156,1.1877765655517578,0.7249009609222412,-0.28152191638946533,-0.35708434859167876,8.432573438404978e-05,-0.3042054629791329,-0.04523363648434803
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35,200,3,edge_rate_function_permutation,1,2036,92.5000011920929,24.500000476837158,-68.00000071525574,3.761320114135742,-3.741257429122925,-7.502577543258667,1.2572954193926165,0.9737752535452651,-0.2835201658473514,1.0392901924546476,0.11583133327082756,-0.92345885918382,10.109758377075195,-1.7841682434082031,0.9733845591545105,-0.033038318157196045,-0.4687998023008588,-0.11163112797479602,-0.3782217927706217,-0.11924996627583678
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35,200,3,edge_rate_function_permutation,2,2037,92.5000011920929,25.499999523162842,-67.00000166893005,3.761320114135742,-4.1455559730529785,-7.906876087188721,1.2572954193926165,1.0403752678266875,-0.21692015156592892,1.0392901924546476,0.18097096972826474,-0.8583192227263828,11.741446495056152,-0.1524801254272461,0.9473432302474976,-0.059079647064208984,-0.42460432951134114,-0.06743565518527833,-0.37057428479080884,-0.11160245829602394
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35,200,3,decoder_root_permutation,0,3044,92.5000011920929,44.49999928474426,-48.00000190734863,3.761320114135742,-1.5115327835083008,-5.272852897644043,1.2572954193926165,1.2572954193926165,0.0,1.0392901924546476,1.0392901924546476,0.0,11.893926620483398,0.0,1.0064228773117065,0.0,-0.3571686743260628,0.0,-0.2589718264947849,0.0
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35,200,3,decoder_root_permutation,1,3045,92.5000011920929,39.500001072883606,-53.00000011920929,3.761320114135742,-2.1864516735076904,-5.947771787643433,1.2572954193926165,1.2572954193926165,0.0,1.0392901924546476,1.0392901924546476,0.0,11.893926620483398,0.0,1.0064228773117065,0.0,-0.3571686743260628,0.0,-0.2589718264947849,0.0
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35,200,3,decoder_root_permutation,2,3046,92.5000011920929,25.0,-67.5000011920929,3.761320114135742,-2.891892194747925,-6.653212308883667,1.2572954193926165,1.2572954193926165,0.0,1.0392901924546476,1.0392901924546476,0.0,11.893926620483398,0.0,1.0064228773117065,0.0,-0.3571686743260628,0.0,-0.2589718264947849,0.0
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35,200,3,randomize_K_direction,0,4053,92.5000011920929,25.999999046325684,-66.50000214576721,3.761320114135742,-4.600566864013672,-8.361886978149414,1.2572954193926165,0.8629277716335123,-0.39436764775910416,1.0392901924546476,0.09161943103451484,-0.9476707614201327,9.80330753326416,-2.0906190872192383,0.7747936844825745,-0.23162919282913208,-0.137977293006329,0.2191913813197338,-0.13060881877982358,0.1283630077149613
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35,200,3,randomize_K_direction,1,4054,92.5000011920929,28.00000011920929,-64.5000010728836,3.761320114135742,-4.0343017578125,-7.795621871948242,1.2572954193926165,0.8139760793867811,-0.4433193400058354,1.0392901924546476,0.05631477603274696,-0.9829754164219007,9.884084701538086,-2.0098419189453125,0.7337082028388977,-0.27271467447280884,-0.1327048039066965,0.2244638704193663,-0.11422391913578162,0.14474790735900328
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0034_entry_random_c200_seed35,200,3,randomize_K_direction,2,4055,92.5000011920929,33.000001311302185,-59.49999988079071,3.761320114135742,-3.422635555267334,-7.183955669403076,1.2572954193926165,0.87296661168683,-0.3843288077057865,1.0392901924546476,0.049962512198893035,-0.9893276802557546,9.77409553527832,-2.119831085205078,0.7377350330352783,-0.2686878442764282,-0.1328009187531386,0.2243677555729242,-0.1089831861438229,0.149988640350962
