idx,selected,selection_arms,topology_id,topology_name,base_id,base_family,base_seed,rewire_seed,n_nodes,n_edges,p,edge_json,cluster_edge_json,d_rel,rank_D,effective_rank_D,condition_number_D,condition_number_D_log,root_tree_count_gini,edge_participation_gini,bottleneck_edge_fraction_095,mean_shortest_path,in_degree_sequence,out_degree_sequence,in_degree_cv,out_degree_cv,n_trees_total_enum,n_trees_total_enum_log,normal_fan_branch_root_nmi_mean,normal_fan_branch_tree_nmi_mean,normal_fan_active_tree_count_mean,normal_fan_branch_active_tree_count_min_mean,normal_fan_score,normal_fan_score_within_base_z,tree_count_within_base_z,cross_contrast_effective_rank_mean,cross_all_supported_effective_rank,n_seeds_completed,mean_novel_icl,best_seed_novel_icl,seed_std_novel_icl,mean_train_acc,mean_val_acc,mean_in_dist_acc,train_minus_novel_gap,val_minus_novel_gap,novel_error_rate,n_context,z_dim,n_trees_enumerated,tree_count_exact_total,tree_count_enumerated_total,tree_count_exact_by_root,tree_count_enumerated_by_root,tree_count_balance_gini,cross_overlap_norm_min,cross_overlap_norm_mean,cross_overlap_norm_max,cross_overlap_norm_gini,cross_separation_norm_min,cross_separation_norm_mean,cross_separation_norm_max,cross_separation_norm_gini,cross_imbalance_norm_min,cross_imbalance_norm_mean,cross_imbalance_norm_max,cross_imbalance_norm_gini,cross_root_pair_overlap_norm_mean_min,cross_root_pair_overlap_norm_mean_mean,cross_root_pair_overlap_norm_mean_max,cross_root_pair_overlap_norm_mean_gini,cross_root_pair_overlap_norm_min_min,cross_root_pair_overlap_norm_min_mean,cross_root_pair_overlap_norm_min_max,cross_root_pair_overlap_norm_min_gini,cross_best_root_pair_overlap_norm_min,cross_best_root_pair_overlap_norm_mean,cross_topk_root_pair_overlap_norm_mean,cross_usable_root_pair_count_min,cross_usable_root_pair_count_mean,cross_root_pair_overlap_entropy_mean,cross_pair_count_sampled,cross_pair_count_possible,cross_pairs_truncated,cross_pair_count_log,cross_contrast_rank_mean,cross_contrast_rank_min,cross_contrast_condition_log_mean,cross_all_supported_rank,cross_all_supported_condition_number_log,cross_edge_participation_gini,cross_bottleneck_edge_fraction_095,decoder_root_pair_count,decoder_root_pair_overlap_mean,decoder_root_pair_overlap_min,decoder_root_pair_overlap_max,decoder_root_pair_overlap_gini,decoder_root_pair_overlap_entropy,decoder_root_pair_min_overlap_mean,decoder_root_pair_min_overlap_min,decoder_topk_assignment_score,decoder_best_assignment_score,decoder_usable_root_pair_fraction,decoder_root_pair_tree_product_mean,decoder_root_pair_tree_product_entropy,decoder_root_pair_sample_count_mean,gamma_exact_accuracy,gamma_exact_failure_max,gamma_exact_lcvar,gamma_exact_tree_drive_range_mean,gamma_hard_root_accuracy,gamma_hard_root_failure_max,gamma_hard_root_lcvar,gamma_hard_root_tree_drive_range_mean,gamma_tropical_accuracy,gamma_tropical_failure_max,gamma_tropical_lcvar,gamma_tropical_tree_drive_range_mean
127.0,1.0,arm_B_high_tree_count,mb0127_base01_degree_balanced_seed60_rw7026294,multibase_base01_degree_balanced_seed60_rewire_seed7026294,base01_degree_balanced_seed60,degree_balanced,60.0,7026294.0,5.0,12.0,8.0,topologies/mb0127_base01_degree_balanced_seed60_rw7026294.json,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/multibase_normal_fan_tree_count_n5_m12_N3_D2/topologies/mb0127_base01_degree_balanced_seed60_rw7026294.json,88.0,11.0,9.021500920659584,3.425424050172152,0.5347143426168073,0.1955555555555557,0.1087962962962965,0.0,1.4,3 3 2 2 2,2 2 3 3 2,0.2041241452319315,0.2041241452319315,90.0,1.954242509439325,0.020152734591462523,0.10990989246026507,61.875,39.875,2.3673222068015893,0.3161258174491443,1.406560739568408,9.204977095061963,9.204977095061963,5,96.6,98.2,1.5849290204927171,96.74,96.58000000000001,96.96000000000001,0.14000000000000057,-0.01999999999998181,3.4000000000000057,3,2,90,90,90,"[26, 24, 12, 10, 18]","[26, 24, 12, 10, 18]",0.1955555555555557,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20,20.0,1.0,6280,6280,False,8.74528448245438,11.0,11.0,1.4311016529460414,11,1.4311016529460414,0.07185836611895402,0.16666666666666666,20,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,314.0,0.9663769640631686,314.0,0.34444444444444444,0.9473684210526315,-3.270350914394765,2.1181997897969915,0.4222222222222222,0.7,-2.3189841659796095,2.0526217177833797,0.37777777777777777,0.8421052631578947,-3.410055062683796,2.1181997897969915
143.0,1.0,arm_B_low_tree_count,mb0143_base01_degree_balanced_seed60_rw4718007,multibase_base01_degree_balanced_seed60_rewire_seed4718007,base01_degree_balanced_seed60,degree_balanced,60.0,4718007.0,5.0,12.0,8.0,topologies/mb0143_base01_degree_balanced_seed60_rw4718007.json,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/multibase_normal_fan_tree_count_n5_m12_N3_D2/topologies/mb0143_base01_degree_balanced_seed60_rw4718007.json,88.0,11.0,8.726496322445016,3.704695669278028,0.5687525376644033,0.17222222222222228,0.11689814814814836,0.0,1.4,3 3 2 2 2,2 2 3 3 2,0.2041241452319315,0.2041241452319315,72.0,1.8573324964312685,0.021034224946240986,0.11013610124268941,59.0,41.75,2.490992627926562,0.37641849935229554,-0.658538556178376,8.854682394291869,8.854682394291869,5,90.12,96.4,9.438304932560717,91.05599999999998,90.44000000000001,90.67999999999999,0.9359999999999786,0.3200000000000074,9.879999999999995,3,2,72,72,72,"[17, 21, 9, 10, 15]","[17, 21, 9, 10, 15]",0.17222222222222228,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20,20.0,1.0,4048,4048,False,8.30622521603216,11.0,11.0,1.4959699160767057,11,1.4959699160767057,0.07511632068718699,0.25,20,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,202.4,0.9751602754221484,202.4,0.3611111111111111,1.0,-2.742991112960113,1.287060069825716,0.4,0.78125,-1.917966762714302,1.4352402125973016,0.40555555555555556,0.9016393442622951,-2.5864828872666554,1.287060069825716
164.0,1.0,arm_A_low_normal_fan,mb0164_base02_random_sc_seed2_rw2626549,multibase_base02_random_sc_seed2_rewire_seed2626549,base02_random_sc_seed2,random_sc,2.0,2626549.0,5.0,12.0,8.0,topologies/mb0164_base02_random_sc_seed2_rw2626549.json,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/multibase_normal_fan_tree_count_n5_m12_N3_D2/topologies/mb0164_base02_random_sc_seed2_rw2626549.json,88.0,11.0,8.37144417124772,5.8619296700588555,0.7680406035789469,0.4484848484848485,0.1875,0.0,1.55,1 1 4 3 3,4 2 1 2 3,0.5000000000000001,0.4249182927993988,66.0,1.8195439355418688,0.012478517275399998,0.08260409019244937,47.5,33.875,-4.64696533079197,-3.613085852631446,1.1934162828796764,8.358803663697673,8.358803663697673,5,86.72,93.0,7.293394271530914,88.45599999999999,87.76,88.24000000000001,1.73599999999999,1.0400000000000063,13.280000000000001,3,2,66,66,66,"[4, 2, 33, 11, 16]","[4, 2, 33, 11, 16]",0.4484848484848485,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20,20.0,1.0,2870,2870,False,7.9624156801210635,11.0,11.0,1.8323183344213643,11,1.8323183344213643,0.13424965421853385,0.08333333333333333,20,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,143.5,0.8180158135422732,143.5,0.3111111111111111,1.0,-2.2192963302853745,1.2579489589850315,0.38333333333333336,0.9107142857142857,-2.61845624219803,0.6053601631811678,0.37222222222222223,0.9107142857142857,-2.0007545924419503,1.2579489589850315
219.0,1.0,arm_A_high_normal_fan,mb0219_base02_random_sc_seed2_rw2997037,multibase_base02_random_sc_seed2_rewire_seed2997037,base02_random_sc_seed2,random_sc,2.0,2997037.0,5.0,12.0,8.0,topologies/mb0219_base02_random_sc_seed2_rw2997037.json,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/multibase_normal_fan_tree_count_n5_m12_N3_D2/topologies/mb0219_base02_random_sc_seed2_rw2997037.json,88.0,11.0,8.371444171247724,5.861929670058849,0.7680406035789464,0.4484848484848485,0.1875,0.0,1.55,1 1 4 3 3,4 2 1 2 3,0.5000000000000001,0.4249182927993988,66.0,1.8195439355418688,0.028540185683700366,0.11835119053939402,53.875,36.5,1.090372498897572,2.3371064403755537,1.1934162828796764,8.358803663697676,8.358803663697676,5,83.92,90.8,5.968718455414025,85.608,84.94,85.47999999999999,1.6880000000000024,1.019999999999996,16.08,3,2,66,66,66,"[4, 2, 33, 11, 16]","[4, 2, 33, 11, 16]",0.4484848484848485,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20,20.0,1.0,2870,2870,False,7.9624156801210635,11.0,11.0,1.8323183344213658,11,1.8323183344213656,0.13424965421853385,0.08333333333333333,20,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,143.5,0.8180158135422732,143.5,0.29444444444444445,1.0,-2.5137900010242196,1.636286044428987,0.23333333333333334,0.9508196721311475,-3.1399331309044634,1.443992462088071,0.3055555555555556,0.9393939393939394,-2.086493168365102,1.636286044428987
243.0,1.0,arm_B_low_tree_count,mb0243_base03_random_sc_seed92_rw8028881,multibase_base03_random_sc_seed92_rewire_seed8028881,base03_random_sc_seed92,random_sc,92.0,8028881.0,5.0,12.0,8.0,topologies/mb0243_base03_random_sc_seed92_rw8028881.json,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/multibase_normal_fan_tree_count_n5_m12_N3_D2/topologies/mb0243_base03_random_sc_seed92_rw8028881.json,88.0,11.0,8.448309198375274,4.919916399352158,0.6919577231721344,0.40000000000000013,0.16944444444444406,0.0,1.5,3 2 3 2 2,1 2 3 3 3,0.2041241452319315,0.33333333333333337,60.0,1.7781512503836436,0.021104100233942023,0.11296243066494888,50.5,34.375,-0.6502190404152624,0.167454851071348,-0.871885382845656,8.422704235899515,8.422704235899513,5,84.6,94.6,6.406246951218786,85.636,85.67999999999999,85.91999999999999,1.0360000000000014,1.0799999999999983,15.400000000000006,3,2,60,60,60,"[28, 16, 8, 4, 4]","[28, 16, 8, 4, 4]",0.40000000000000013,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20,20.0,1.0,2464,2464,False,7.80994708647679,11.0,11.0,1.7502543703978137,11,1.7502543703978137,0.1167759888690123,0.08333333333333333,20,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,123.2,0.8664083037424208,123.2,0.35,1.0,-3.635637657103589,1.3613616905017534,0.3055555555555556,0.8305084745762712,-2.371726561115961,1.2883227698125745,0.37777777777777777,0.9473684210526315,-3.0555033415579635,1.3613616905017534
250.0,1.0,arm_B_high_tree_count,mb0250_base03_random_sc_seed92_rw5413294,multibase_base03_random_sc_seed92_rewire_seed5413294,base03_random_sc_seed92,random_sc,92.0,5413294.0,5.0,12.0,8.0,topologies/mb0250_base03_random_sc_seed92_rw5413294.json,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/multibase_normal_fan_tree_count_n5_m12_N3_D2/topologies/mb0250_base03_random_sc_seed92_rw5413294.json,88.0,11.0,8.971047283620495,3.7114833653366297,0.5695475184091942,0.2789473684210526,0.16502192982456143,0.0,1.45,3 2 3 2 2,1 2 3 3 3,0.2041241452319315,0.33333333333333337,76.0,1.8808135922807914,0.017871257589661772,0.08859179502721516,57.125,40.25,-0.6382110655748857,0.1734330230191896,1.2874949775478248,9.11364343546026,9.113643435460258,5,89.2,95.8,11.122589626521332,90.172,90.10000000000001,90.16,0.9719999999999942,0.9000000000000057,10.799999999999997,3,2,76,76,76,"[28, 20, 12, 9, 7]","[28, 20, 12, 9, 7]",0.2789473684210526,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20,20.0,1.0,4318,4318,False,8.3707791729607,11.0,11.0,1.4996331626822637,11,1.4996331626822639,0.09126227614095916,0.08333333333333333,20,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,215.9,0.9377397420314403,215.9,0.4,1.0,-3.0097679335319074,1.0835389495433143,0.35,0.7818181818181819,-2.181835753855125,1.3151009542941183,0.37777777777777777,0.9636363636363636,-2.747248995450979,1.0835389495433143
285.0,1.0,arm_A_low_normal_fan,mb0285_base03_random_sc_seed92_rw6124706,multibase_base03_random_sc_seed92_rewire_seed6124706,base03_random_sc_seed92,random_sc,92.0,6124706.0,5.0,12.0,8.0,topologies/mb0285_base03_random_sc_seed92_rw6124706.json,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/multibase_normal_fan_tree_count_n5_m12_N3_D2/topologies/mb0285_base03_random_sc_seed92_rw6124706.json,88.0,11.0,8.58372853448984,4.051767469373058,0.6076445132761227,0.3111111111111111,0.17592592592592604,0.0,1.45,3 2 3 2 2,1 2 3 3 3,0.2041241452319315,0.33333333333333337,63.0,1.7993405494535817,0.020208053065567434,0.09047719833443832,49.25,33.0,-3.7512877695939393,-1.3764126479484409,-0.42619365775362095,8.612885166798343,8.612885166798343,5,83.32000000000001,95.0,10.99498067301621,85.36,85.25999999999999,84.0,2.039999999999992,1.9399999999999835,16.679999999999993,3,2,63,63,63,"[28, 7, 14, 7, 7]","[28, 7, 14, 7, 7]",0.3111111111111111,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20,20.0,1.0,2842,2842,False,7.952615111650999,11.0,11.0,1.594363000496102,11,1.594363000496102,0.10592998955067934,0.08333333333333333,20,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,142.1,0.9245669853548247,142.1,0.3611111111111111,0.828125,-2.3932554832862425,1.166861653439871,0.4111111111111111,0.7307692307692307,-2.8734801857308834,1.3094748743655225,0.29444444444444445,0.875,-2.1352635024180393,1.166861653439871
317.0,1.0,arm_A_high_normal_fan,mb0317_base03_random_sc_seed92_rw5450770,multibase_base03_random_sc_seed92_rewire_seed5450770,base03_random_sc_seed92,random_sc,92.0,5450770.0,5.0,12.0,8.0,topologies/mb0317_base03_random_sc_seed92_rw5450770.json,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/multibase_normal_fan_tree_count_n5_m12_N3_D2/topologies/mb0317_base03_random_sc_seed92_rw5450770.json,88.0,11.0,8.634931625584969,3.8437204280725084,0.584751791857877,0.29538461538461536,0.1839743589743592,0.0,1.45,3 2 3 2 2,1 2 3 3 3,0.2041241452319315,0.33333333333333337,65.0,1.8129133566428555,0.022315307702014155,0.11535028980113465,53.625,35.875,0.5355398958514027,0.757785102751785,-0.14070578811892742,8.69593343999965,8.69593343999965,5,88.63999999999999,94.4,5.587700779390395,90.21199999999999,90.02000000000001,90.4,1.5720000000000027,1.3800000000000239,11.360000000000014,3,2,65,65,65,"[29, 8, 9, 7, 12]","[29, 8, 9, 7, 12]",0.29538461538461536,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20,20.0,1.0,3046,3046,False,8.021912778985708,11.0,11.0,1.5258718493196908,11,1.5258718493196908,0.11503042262785734,0.08333333333333333,20,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,152.3,0.9370629000455404,152.3,0.31666666666666665,1.0,-3.7141312975167122,0.8724747425903462,0.3333333333333333,0.8333333333333334,-2.611966573729808,1.3826848344791716,0.3333333333333333,0.9545454545454546,-3.2277176105734253,0.8724747425903462
331.0,1.0,arm_A_low_normal_fan,mb0331_base04_cycle_chords_seed41_rw5585230,multibase_base04_cycle_chords_seed41_rewire_seed5585230,base04_cycle_chords_seed41,cycle_chords,41.0,5585230.0,5.0,12.0,8.0,topologies/mb0331_base04_cycle_chords_seed41_rw5585230.json,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/multibase_normal_fan_tree_count_n5_m12_N3_D2/topologies/mb0331_base04_cycle_chords_seed41_rw5585230.json,88.0,11.0,8.376594942237352,9.086442698523939,0.9583938921575036,0.5055555555555555,0.10821759259259278,0.0,1.6,1 4 4 2 1,3 1 2 3 3,0.5651941652604391,0.33333333333333337,72.0,1.8573324964312685,0.021011109852400626,0.09298428537759171,55.625,36.5,-1.4684483833378281,-2.589591940988413,-0.9276125895432155,8.262537677266003,8.262537677266003,5,81.52000000000001,86.4,2.6095210288480173,82.816,82.6,82.03999999999999,1.2959999999999923,1.079999999999984,18.47999999999999,3,2,72,72,72,"[1, 36, 24, 3, 8]","[1, 36, 24, 3, 8]",0.5055555555555555,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20,20.0,1.0,3238,3238,False,8.08301991917133,11.0,11.0,2.276233075060419,11,2.276233075060419,0.11556740676244392,0.08333333333333333,20,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,161.9,0.7192574901102736,161.9,0.37222222222222223,0.9491525423728814,-3.006268849562492,1.05168426567143,0.40555555555555556,1.0,-3.1864132712567645,1.3926497685309842,0.35,0.847457627118644,-2.661756414037738,1.05168426567143
347.0,1.0,arm_A_low_normal_fan,mb0347_base04_cycle_chords_seed41_rw3434009,multibase_base04_cycle_chords_seed41_rewire_seed3434009,base04_cycle_chords_seed41,cycle_chords,41.0,3434009.0,5.0,12.0,8.0,topologies/mb0347_base04_cycle_chords_seed41_rw3434009.json,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/multibase_normal_fan_tree_count_n5_m12_N3_D2/topologies/mb0347_base04_cycle_chords_seed41_rw3434009.json,88.0,11.0,8.476975909374497,9.374335166586281,0.9719404770694849,0.5076923076923077,0.08012820512820507,0.0,1.6,1 4 4 2 1,3 1 2 3 3,0.5651941652604391,0.33333333333333337,78.0,1.8920946026904804,0.011719457139256265,0.09790659703773483,59.625,38.75,0.3532119162870548,-1.0172925232616055,1.0780362527123857,8.35060360430428,8.35060360430428,5,77.72,87.0,8.863046880164855,79.664,79.14000000000001,77.91999999999999,1.9440000000000026,1.420000000000016,22.28,3,2,78,78,78,"[3, 39, 26, 9, 1]","[3, 39, 26, 9, 1]",0.5076923076923077,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20,20.0,1.0,3796,3796,False,8.241966560231802,11.0,11.0,2.301549408787976,11,2.301549408787976,0.10103013530135319,0.08333333333333333,20,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,189.8,0.7129679891937433,189.8,0.3,1.0,-3.6428350112666323,1.162860056916012,0.3055555555555556,0.9242424242424242,-3.8338243332551216,1.1330646711804504,0.31666666666666665,0.9393939393939394,-3.822318065152017,1.162860056916012
354.0,1.0,arm_A_high_normal_fan,mb0354_base04_cycle_chords_seed41_rw7178112,multibase_base04_cycle_chords_seed41_rewire_seed7178112,base04_cycle_chords_seed41,cycle_chords,41.0,7178112.0,5.0,12.0,8.0,topologies/mb0354_base04_cycle_chords_seed41_rw7178112.json,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/multibase_normal_fan_tree_count_n5_m12_N3_D2/topologies/mb0354_base04_cycle_chords_seed41_rw7178112.json,88.0,11.0,8.376594942237352,9.086442698523944,0.9583938921575038,0.5055555555555555,0.10821759259259278,0.0,1.6,1 4 4 2 1,3 1 2 3 3,0.5651941652604391,0.33333333333333337,72.0,1.8573324964312685,0.02111003210959439,0.11316264892742439,59.625,40.0,2.4178254002987964,0.7647030438652809,-0.9276125895432155,8.262537677266009,8.262537677266007,5,79.96000000000001,87.2,9.03539705823712,82.47200000000001,81.7,81.28,2.5120000000000005,1.7399999999999949,20.039999999999992,3,2,72,72,72,"[1, 36, 24, 3, 8]","[1, 36, 24, 3, 8]",0.5055555555555555,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20,20.0,1.0,3238,3238,False,8.08301991917133,11.0,11.0,2.276233075060418,11,2.276233075060418,0.11556740676244392,0.08333333333333333,20,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,161.9,0.7192574901102736,161.9,0.3333333333333333,0.9836065573770492,-3.5259362807833505,0.7904265887683717,0.37222222222222223,0.9836065573770492,-2.971083807895699,1.6172266469535488,0.37777777777777777,0.9016393442622951,-2.8807307210480912,0.7904265887683717
381.0,1.0,arm_A_high_normal_fan,mb0381_base04_cycle_chords_seed41_rw1669227,multibase_base04_cycle_chords_seed41_rewire_seed1669227,base04_cycle_chords_seed41,cycle_chords,41.0,1669227.0,5.0,12.0,8.0,topologies/mb0381_base04_cycle_chords_seed41_rw1669227.json,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/multibase_normal_fan_tree_count_n5_m12_N3_D2/topologies/mb0381_base04_cycle_chords_seed41_rw1669227.json,88.0,11.0,8.476975909374497,9.374335166586382,0.9719404770694896,0.5076923076923077,0.08012820512820507,0.0,1.6,1 4 4 2 1,3 1 2 3 3,0.5651941652604391,0.33333333333333337,78.0,1.8920946026904804,0.01788703552171126,0.12180466460119255,63.125,42.375,4.61324931941978,2.659602850601058,1.0780362527123857,8.350603604304277,8.350603604304277,5,82.64,89.8,6.545105041173902,84.208,83.32,83.84,1.5679999999999978,0.6799999999999926,17.36,3,2,78,78,78,"[3, 39, 26, 9, 1]","[3, 39, 26, 9, 1]",0.5076923076923077,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20,20.0,1.0,3796,3796,False,8.241966560231802,11.0,11.0,2.3015494087879778,11,2.3015494087879778,0.10103013530135319,0.08333333333333333,20,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,189.8,0.7129679891937433,189.8,0.3,0.9733333333333334,-4.333094457231882,1.0264142989767608,0.26666666666666666,0.9733333333333334,-3.8508625225353077,1.0922935817618982,0.3333333333333333,0.8666666666666667,-3.9381915019568416,1.0264142989767608
401.0,1.0,arm_B_low_tree_count,mb0401_base05_redundant_paths_seed1_rw2474930,multibase_base05_redundant_paths_seed1_rewire_seed2474930,base05_redundant_paths_seed1,redundant_paths,1.0,2474930.0,5.0,12.0,8.0,topologies/mb0401_base05_redundant_paths_seed1_rw2474930.json,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/multibase_normal_fan_tree_count_n5_m12_N3_D2/topologies/mb0401_base05_redundant_paths_seed1_rw2474930.json,88.0,11.0,8.809708901937443,3.577730607054506,0.5536076363223801,0.17142857142857149,0.12716450216450226,0.0,1.4,2 2 3 3 2,3 3 2 2 2,0.2041241452319315,0.2041241452319315,77.0,1.8864907251724818,0.01581750275328598,0.11884966093720253,61.25,39.75,3.2315556522193387,0.6952666997414166,-0.14544279414122444,8.963236268649782,8.963236268649784,5,94.32000000000001,96.4,2.691022110648667,94.78000000000002,94.70000000000002,93.96,0.46000000000000796,0.38000000000000966,5.679999999999993,3,2,77,77,77,"[11, 11, 22, 22, 11]","[11, 11, 22, 22, 11]",0.17142857142857149,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20,20.0,1.0,4598,4598,False,8.433594167539924,11.0,11.0,1.476342678713552,11,1.4763426787135523,0.07749443914839538,0.16666666666666666,20,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,229.9,0.9707000770001367,229.9,0.4,1.0,-2.9151004279420163,1.402533786447562,0.39444444444444443,0.6612903225806451,-2.2506121469663065,1.5637354959511847,0.42777777777777776,0.9444444444444444,-2.772243517261962,1.402533786447562
